Recid;MStamp;MStation;IDArtikelHistoriek;IDDocument;IDRelatieTypeArt;IDRelatieTypeDoc
1001170;2010-08-04;1;1062013;1019268;1;1
1001171;2010-08-05;1;1155985;1019277;1;1
1001172;2010-08-09;1;1139178;1019292;1;1
1001173;2010-08-09;1;1139856;1019292;1;1
1001174;2010-08-09;1;1139857;1019292;1;1
1001175;2010-08-12;1;1130427;1019300;1;1
1001176;2010-08-12;1;1130427;1019301;1;1
1001177;2010-08-12;1;1149375;1019302;1;1
1001178;2010-08-12;1;1149375;1019303;1;1
1001179;2010-08-13;1;1146661;1019305;1;1
1001180;2010-08-17;1;1149469;1019308;1;1
1001181;2010-08-18;1;1073363;1019310;1;1
1001182;2010-08-18;1;1000977;1019310;1;1
1001183;2010-08-26;1;1109383;1019318;1;1
1001184;2010-08-30;1;1101624;1019345;1;1
1001185;2010-08-30;1;1013443;1019345;1;1
1001186;2010-08-30;1;1108836;1019346;1;1
1001187;2010-09-01;1;1139123;1019355;1;1
1001188;2010-09-08;1;1124865;1019363;1;1
1001189;2010-09-09;1;1124865;1019366;1;1
1001190;2010-09-09;1;1146488;1019367;1;1
1001191;2010-09-10;1;1139036;1019375;1;1
1001192;2010-09-10;1;1139035;1019369;1;1
1001193;2010-09-14;1;1158113;1019406;1;1
1001194;2010-09-29;1;1134898;1019533;1;1
1001195;2010-09-29;1;1081874;1019533;1;1
1001196;2010-09-30;1;1050089;1019534;1;1
1001197;2010-10-01;1;1129643;1019546;1;1
1001198;2010-10-01;1;1129644;1019546;1;1
1001199;2010-10-01;1;1129646;1019546;1;1
1001200;2010-10-05;1;1062013;1019548;1;1
1001201;2010-10-05;1;1062013;1019549;1;1
1001202;2010-10-05;1;1062013;1019550;1;1
1001203;2010-10-05;1;1062013;1019551;1;1
1001204;2010-10-05;1;1132328;1019552;1;1
1001205;2010-10-06;1;1097816;1019553;1;1
1001206;2010-10-06;1;1125412;1019553;1;1
1001207;2010-10-06;1;1125415;1019553;1;1
1001208;2010-10-06;1;1130492;1019554;1;1
1001209;2010-10-07;1;1124865;1019559;1;1
1001210;2010-10-07;1;1129818;1019561;1;1
1001211;2010-10-07;1;1129863;1019561;1;1
1001212;2010-10-12;1;1048606;1019564;1;1
1001213;2010-10-12;1;1048609;1019564;1;1
1001214;2010-10-14;1;1142516;1019568;1;1
1001215;2010-10-15;1;1115420;1019572;1;1
1001216;2010-10-15;1;1115420;1019571;1;1
1001217;2010-10-19;1;1073363;1019574;1;1
1001218;2010-10-19;1;1000977;1019574;1;1
1001219;2010-10-19;1;1073363;1019573;1;1
1001220;2010-10-19;1;1000977;1019573;1;1
1001221;2010-10-22;1;1124498;1019597;1;1
1001222;2010-10-26;1;1149073;1019604;1;1
1001223;2010-10-26;1;1149073;1019605;1;1
1001224;2010-10-26;1;1149073;1019606;1;1
1001225;2010-10-26;1;1149073;1019607;1;1
1001226;2010-10-26;1;1156401;1019607;1;1
1001227;2010-10-26;1;1156401;1019604;1;1
1001228;2010-10-26;1;1156401;1019605;1;1
1001229;2010-10-26;1;1156401;1019606;1;1
1001230;2010-10-26;1;1149073;1019608;1;1
1001231;2010-10-26;1;1156401;1019608;1;1
1001232;2010-10-26;1;1149073;1019609;1;1
1001233;2010-10-26;1;1156401;1019609;1;1
1001235;2010-10-26;1;1149073;1019610;1;1
1001236;2010-10-26;1;1149073;1019611;1;1
1001237;2010-10-26;1;1149073;1019612;1;1
1001238;2010-10-26;1;1149073;1019613;1;1
1001239;2010-10-26;1;1149073;1019614;1;1
1001240;2010-10-26;1;1149073;1019615;1;1
1001241;2010-10-26;1;1156401;1019610;1;1
1001242;2010-10-26;1;1156401;1019611;1;1
1001243;2010-10-26;1;1156401;1019612;1;1
1001244;2010-10-26;1;1156401;1019614;1;1
1001245;2010-10-26;1;1156401;1019615;1;1
1001246;2010-10-26;1;1156401;1019613;1;1
1001247;2010-10-27;1;1117301;1019622;1;1
1001248;2010-10-29;1;1067429;1019626;1;1
1001249;2010-10-29;1;1159894;1019630;1;1
1001250;2010-10-29;1;1159894;1019631;1;1
1001251;2010-11-03;1;1156296;1019636;1;1
1001252;2010-11-05;1;1096180;1019647;1;1
1001253;2010-11-05;1;1110446;1019647;1;1
1001254;2010-11-12;1;1013645;1019701;1;1
1001255;2010-11-19;1;1149073;1019709;1;1
1001256;2010-11-19;1;1156401;1019709;1;1
1001257;2010-11-19;1;1149073;1019710;1;1
1001258;2010-11-19;1;1156401;1019710;1;1
1001259;2010-11-26;1;1140013;1019717;1;1
1001260;2010-11-26;1;1140015;1019717;1;1
1001261;2010-11-26;1;1140021;1019717;1;1
1001262;2010-11-26;1;1140022;1019717;1;1
1001263;2010-11-29;1;1138619;1019720;1;1
1001264;2010-11-30;1;1157841;1019721;1;1
1001265;2010-11-30;1;1157853;1019721;1;1
1001266;2010-11-30;1;1124865;1019722;1;1
1001267;2010-12-01;1;1161332;1019725;1;1
1001268;2010-12-01;1;1160905;1009419;1;1
1001269;2010-12-01;1;1160928;1009419;1;1
1001270;2010-12-01;1;1160948;1009085;1;1
1001271;2010-12-01;1;1161230;1004612;1;1
1001272;2010-12-03;1;1161306;1019731;1;1
1001273;2010-12-06;1;1161927;1019733;666;4
1001274;2010-12-06;1;1161927;1019734;666;4
1001275;2010-12-06;1;1120232;1019732;1;1
1001276;2010-12-06;1;1120234;1019732;1;1
1001277;2010-12-06;1;1120246;1019732;1;1
1001278;2010-12-09;1;1162426;1018092;1;1
1001279;2010-12-15;1;1153668;1019781;1;1
1001280;2010-12-15;1;1153668;1019782;1;1
1001281;2010-12-17;1;1096463;1019790;1;1
1001282;2010-12-21;1;1128781;1019805;1;1
1001283;2010-12-21;1;1128781;1019806;1;1
1001284;2010-12-21;1;1128781;1019807;1;1
1001285;2010-12-21;1;1128781;1019808;1;1
1001286;2011-01-04;1;1067401;1019843;1;1
1001287;2011-01-04;1;1067439;1019843;1;1
1001288;2011-01-04;1;1067450;1019843;1;1
1001289;2011-01-04;1;1067451;1019843;1;1
1001290;2011-01-04;1;1067600;1019843;1;1
1001291;2011-01-04;1;1064074;1019846;1;1
1001292;2011-01-04;1;1165078;1000669;1;1
1001293;2011-01-04;1;1165078;1000710;1;1
1001294;2011-01-04;1;1165084;1009642;1;1
1001295;2011-01-10;1;1136480;1019867;1;1
1001296;2011-01-10;1;1136528;1019867;1;1
1001297;2011-01-11;1;1050074;1019877;1;1
1001298;2011-01-11;1;1050079;1019877;1;1
1001299;2011-01-11;1;1050105;1019877;1;1
1001300;2011-01-12;1;1083726;1019891;1;1
1001301;2011-01-12;1;1159887;1019889;1;1
1001302;2011-01-12;1;1159889;1019889;1;1
1001303;2011-01-12;1;1086228;1019892;1;1
1001304;2011-01-13;1;1140018;1019894;1;1
1001305;2011-01-13;1;1032078;1019901;1;1
1001306;2011-01-13;1;1032114;1019901;1;1
1001307;2011-01-14;1;1130577;1019912;1;1
1001308;2011-01-18;1;1148273;1019920;1;1
1001309;2011-01-18;1;1148274;1019920;1;1
1001310;2011-01-19;1;1157029;1019927;1;1
1001311;2011-01-20;1;1121137;1019934;1;1
1001312;2011-01-25;1;1048520;1019951;1;1
1001313;2011-01-25;1;1160481;1019953;1;1
1001314;2011-01-25;1;1160487;1019952;1;1
1001315;2011-01-25;1;1114595;1019954;1;1
1001316;2011-01-25;1;1128833;1019957;1;1
1001317;2011-01-27;1;1134673;1019962;1;1
1001318;2011-01-28;1;1046046;1019965;1;1
1001319;2011-01-28;1;1046048;1019965;1;1
1001320;2011-01-28;1;1153617;1019967;1;1
1001321;2011-01-28;1;1153645;1019967;1;1
1001322;2011-01-28;1;1153651;1019967;1;1
1001323;2011-01-28;1;1123121;1019969;1;1
1001324;2011-02-01;1;1166256;1017859;1;1
1001325;2011-02-03;1;1160467;1019979;1;1
1001326;2011-02-03;1;1094970;1019982;1;1
1001327;2011-02-03;1;1141339;1019982;1;1
1001328;2011-02-04;1;1135820;1019990;1;1
1001329;2011-02-04;1;1149375;1019992;1;1
1001330;2011-02-08;1;1160474;1020002;1;1
1001331;2011-02-09;1;1048804;1005898;1;1
1001332;2011-02-10;1;1137371;1020014;1;1
1001333;2011-02-10;1;1137372;1020014;1;1
1001334;2011-02-10;1;1164639;1020019;1;1
1001335;2011-02-11;1;1099782;1020020;1;1
1001336;2011-02-11;1;1114579;1020020;1;1
1001337;2011-02-11;1;1101530;1020022;1;1
1001338;2011-02-15;1;1019610;1020036;1;1
1001339;2011-02-15;1;1024922;1020036;1;1
1001340;2011-02-16;1;1165627;1020040;1;1
1001343;2011-02-17;1;1081874;1020046;1;1
1001344;2011-02-23;1;1156252;1020056;1;1
1001345;2011-02-23;1;1167733;1020056;1;1
1001346;2011-02-23;1;1156252;1020058;1;1
1001347;2011-02-24;1;1167541;1020059;1;1
1001348;2011-02-24;1;1134657;1020059;1;1
1001349;2011-02-25;1;1167480;1020063;1;1
1001350;2011-02-25;1;1142290;1020063;1;1
1001351;2011-02-25;1;1135907;1020064;1;1
1001352;2011-02-28;1;1152377;1020066;1;1
1001353;2011-02-28;1;1152377;1020065;1;1
1001354;2011-03-02;1;1157759;1020071;1;1
1001355;2011-03-02;1;1157895;1020072;1;1
1001356;2011-03-07;1;1163587;1020083;1;1
1001357;2011-03-07;1;1156306;1020084;1;1
1001358;2011-03-08;1;1110507;1020086;1;1
1001359;2011-03-23;1;1048573;1020109;1;1
1001360;2011-03-24;1;1050366;1020112;1;1
1001361;2011-03-25;1;1157895;1020114;1;1
1001362;2011-03-30;1;1119506;1020137;1;1
1001363;2011-03-31;1;1151281;1020141;1;1
1001364;2011-04-05;1;1156287;1020142;1;1
1001365;2011-04-05;1;1082688;1020143;1;1
1001367;2011-04-11;1;1076548;1020158;1;1
1001368;2011-04-12;1;1117282;1020160;1;1
1001369;2011-04-14;1;1050366;1020165;1;1
1001370;2011-04-15;1;1121087;1020167;1;1
1001371;2011-04-15;1;1168645;1020168;1;1
1001372;2011-04-18;1;1035553;1020172;1;1
1001373;2011-04-18;1;1076700;1020172;1;1
1001374;2011-04-21;1;1002830;1003440;1;1
1001375;2011-04-21;1;1051167;1020176;1;1
1001376;2011-04-21;1;1028134;1020176;1;1
1001377;2011-04-22;1;1154411;1020190;1;1
1001378;2011-04-22;1;1154416;1020190;1;1
1001379;2011-04-26;1;1098450;1020194;1;1
1001380;2011-04-28;1;1056193;1020201;1;1
1001381;2011-04-28;1;1056194;1020201;1;1
1001382;2011-04-28;1;1068071;1020202;1;1
1001383;2011-05-05;1;1149375;1020211;1;1
1001384;2011-05-05;1;1130427;1020212;1;1
1001385;2011-05-05;1;1130427;1020213;1;1
1001386;2011-05-06;1;1062013;1020232;1;1
1001387;2011-05-06;1;1149375;1020235;1;1
1001388;2011-05-12;1;1019610;1020245;1;1
1001389;2011-05-12;1;1156426;1020249;1;1
1001390;2011-05-12;1;1141016;1020251;1;1
1001391;2011-05-17;1;1163587;1020259;1;1
1001392;2011-05-20;1;1089869;1020265;1;1
1001393;2011-05-26;1;1137668;1020273;1;1
1001394;2011-06-06;1;1130660;1020284;1;1
1001395;2011-06-14;1;1138616;1020296;1;1
1001396;2011-06-15;1;1040795;1020311;1;1
1001397;2011-06-15;1;1040797;1020311;1;1
1001398;2011-06-16;1;1048573;1020313;1;1
1001399;2011-06-16;1;1048573;1020316;1;1
1001400;2011-06-16;1;1054475;1011092;1;1
1001401;2011-06-16;1;1054692;1011092;1;1
1001402;2011-06-21;1;1057411;1020337;1;1
1001403;2011-06-21;1;1165036;1020339;666;0
1001404;2011-06-21;1;1165049;1020339;1;1
1001405;2011-06-24;1;1117282;1020345;1;1
1001406;2011-06-28;1;1170394;1020346;1;1
1001407;2011-06-29;1;1094570;1020351;1;1
1001408;2011-06-29;1;1094599;1020351;1;1
1001409;2011-07-01;1;1050395;1020356;1;1
1001410;2011-07-01;1;1050396;1020356;1;1
1001411;2011-07-05;1;1028692;1020365;1;1
1001412;2011-07-05;1;1114778;1020364;1;1
1001413;2011-07-05;1;1121315;1020364;1;1
1001414;2011-07-08;1;1141339;1020404;1;1
1001415;2011-07-08;1;1094970;1020404;1;1
1001416;2011-07-08;1;1125229;1020405;1;1
1001417;2011-07-12;1;1167573;1020416;1;1
1001418;2011-07-12;1;1167471;1020416;1;1
1001419;2011-07-12;1;1163587;1020413;1;1
1001420;2011-07-13;1;1138579;1020421;1;1
1001421;2011-07-14;1;1148292;1020367;1;1
1001422;2011-07-14;1;1124322;1020423;1;1
1001424;2011-07-14;1;1120246;1020423;1;1
1001425;2011-07-14;1;1134276;1020423;1;1
1001427;2011-07-15;1;1174044;1020438;1;1
1001428;2011-07-15;1;1174039;1020430;1;1
1001429;2011-07-15;1;1174168;1020391;1;1
1001430;2011-07-15;1;1174169;1020375;1;1
1001431;2011-07-15;1;1174165;1020390;1;1
1001432;2011-07-15;1;1174171;1020329;1;1
1001433;2011-07-15;1;1174165;1020329;1;1
1001434;2011-07-15;1;1174041;1020393;1;1
1001435;2011-07-15;1;1174044;1020394;1;1
1001436;2011-07-15;1;1174044;1020431;1;1
1001437;2011-07-15;1;1174039;1020400;1;1
1001438;2011-07-15;1;1111397;1020436;1;1
1001439;2011-07-18;1;1020473;1020441;1;1
1001440;2011-07-20;1;1157895;1020445;1;1
1001441;2011-07-22;1;1174169;1020430;1;1
1001442;2011-07-22;1;1174227;1020399;1;1
1001443;2011-07-22;1;1048573;1020449;1;1
1001444;2011-07-22;1;1174219;1020398;1;1
1001445;2011-07-22;1;1048573;1020450;1;1
1001446;2011-07-22;1;1048573;1020451;1;1
1001447;2011-07-22;1;1094508;1020452;1;1
1001448;2011-07-22;1;1128781;1020453;1;1
1001449;2011-07-22;1;1174169;1020397;1;1
1001450;2011-07-22;1;1155937;1020446;1;1
1001451;2011-07-25;1;1170398;1020456;1;1
1001452;2011-07-26;1;1121484;1020462;1;1
1001453;2011-07-26;1;1135546;1020462;1;1
1001454;2011-07-26;1;1167551;1020465;1;1
1001455;2011-07-26;1;1096197;1020464;1;1
1001456;2011-07-29;1;1098702;1020473;1;1
1001457;2011-08-03;1;1170374;1020477;1;1
1001458;2011-08-04;1;1153668;1020479;1;1
1001459;2011-08-04;1;1153644;1020480;1;1
1001460;2011-08-04;1;1153668;1020480;1;1
1001461;2011-08-05;1;1048578;1020483;1;1
1001462;2011-08-05;1;1166156;1020488;1;1
1001463;2011-08-08;1;1137734;1020492;1;1
1001464;2011-08-09;1;1038806;1020500;1;1
1001465;2011-08-09;1;1038807;1020500;1;1
1001466;2011-08-09;1;1170378;1020502;1;1
1001468;2011-08-11;1;1020473;1020514;1;1
1001469;2011-08-12;1;1165205;1020516;1;1
1001470;2011-08-16;1;1048520;1020524;1;1
1001471;2011-08-16;1;1169410;1020523;1;1
1001472;2011-08-16;1;1025073;1020523;1;1
1001473;2011-08-16;1;1137377;1020520;1;1
1001474;2011-08-16;1;1169635;1020532;1;1
1001475;2011-08-16;1;1170394;1020529;1;1
1001476;2011-08-17;1;1149073;1020535;1;1
1001477;2011-08-17;1;1156401;1020535;1;1
1001478;2011-08-17;1;1137285;1020536;1;1
1001479;2011-08-17;1;1149073;1020536;1;1
1001480;2011-08-17;1;1063624;1020536;1;1
1001481;2011-08-17;1;1137285;1020537;1;1
1001482;2011-08-17;1;1149073;1020537;1;1
1001483;2011-08-17;1;1063624;1020537;1;1
1001484;2011-08-17;1;1117298;1020542;1;1
1001485;2011-08-17;1;1132326;1020547;1;1
1001486;2011-08-17;1;1002489;1020547;1;1
1001487;2011-08-23;1;1128821;1020559;1;1
1001488;2011-08-25;1;1001206;1020562;1;1
1001489;2011-08-25;1;1169630;1020564;1;1
1001490;2011-08-25;1;1169632;1020564;1;1
1001491;2011-08-25;1;1169637;1020564;1;1
1001492;2011-08-25;1;1176355;1000001;1;1
1001493;2011-08-26;1;1153644;1020567;1;1
1001494;2011-08-26;1;1153668;1020567;1;1
1001495;2011-08-30;1;1029806;1020570;1;1
1001496;2011-08-31;1;1167633;1020575;1;1
1001497;2011-08-31;1;1074836;1020579;1;1
1001498;2011-09-01;1;1145362;1020582;1;1
1001499;2011-09-01;1;1176997;1020584;1;1
1001500;2011-09-02;1;1167480;1020585;1;1
1001502;2011-09-02;1;1142290;1020585;1;1
1001503;2011-09-06;1;1064668;1020591;1;1
1001504;2011-09-08;1;1176061;1020625;1;1
1001505;2011-09-09;1;1052134;1020627;1;1
1001506;2011-09-09;1;1052136;1020627;1;1
1001507;2011-09-22;1;1070869;1020683;1;1
1001508;2011-09-26;1;1164223;1020744;1;1
1001509;2011-09-28;1;1165956;1020802;1;1
1001510;2011-10-05;1;1129088;1020814;1;1
1001511;2011-10-06;1;1121484;1020816;1;1
1001512;2011-10-07;1;1145686;1020820;1;1
1001513;2011-10-07;1;1145686;1020821;1;1
1001514;2011-10-07;1;1098381;1020819;1;1
1001515;2011-10-07;1;1091272;1020822;1;1
1001516;2011-10-07;1;1091279;1020822;1;1
1001517;2011-10-10;1;1144016;1020828;1;1
1001518;2011-10-10;1;1144017;1020828;1;1
1001519;2011-10-10;1;1163587;1020830;1;1
1001520;2011-10-11;1;1053201;1020836;1;1
1001521;2011-10-11;1;1020473;1020837;1;1
1001522;2011-10-13;1;1124498;1020844;1;1
1001523;2011-10-13;1;1103059;1020840;1;1
1001524;2011-10-13;1;1103060;1020840;1;1
1001525;2011-10-17;1;1169408;1020848;1;1
1001528;2011-10-18;1;1162356;1020849;1;1
1001529;2011-10-18;1;1176722;1020849;1;1
1001530;2011-10-20;1;1129088;1020853;1;1
1001531;2011-10-24;1;1115420;1020856;1;1
1001532;2011-10-24;1;1167677;1020858;1;1
1001533;2011-10-24;1;1027002;1020861;1;1
1001534;2011-10-24;1;1066762;1020865;1;1
1001535;2011-10-24;1;1174838;1020865;1;1
1001536;2011-10-24;1;1155584;1020864;1;1
1001537;2011-10-25;1;1048573;1020868;1;1
1001538;2011-10-25;1;1080762;1020871;1;1
1001539;2011-10-26;1;1094432;1020873;1;1
1001540;2011-10-26;1;1146387;1020876;1;1
1001541;2011-10-26;1;1131625;1020876;1;1
1001542;2011-10-26;1;1025828;1020878;1;1
1001543;2011-10-26;1;1095906;1020878;1;1
1001544;2011-10-26;1;1002964;1020880;1;1
1001545;2011-10-26;1;1142829;1020880;1;1
1001546;2011-10-27;1;1123103;1020883;1;1
1001547;2011-10-28;1;1177316;1020884;1;1
1001548;2011-10-31;1;1177104;1020887;1;1
1001549;2011-10-31;1;1177104;1020888;1;1
1001550;2011-10-31;1;1177104;1020889;1;1
1001551;2011-11-03;1;1162117;1020892;1;1
1001552;2011-11-04;1;1178027;1020853;1;1
1001553;2011-11-04;1;1177104;1020894;1;1
1001554;2011-11-04;1;1177104;1020895;1;1
1001555;2011-11-07;1;1177104;1020900;1;1
1001556;2011-11-07;1;1177104;1020902;1;1
1001557;2011-11-10;1;1129088;1020907;1;1
1001558;2011-11-10;1;1060978;1020906;1;1
1001559;2011-11-16;1;1177249;1020912;1;1
1001560;2011-11-16;1;1177103;1020912;1;1
1001561;2011-11-16;1;1003342;1020913;1;1
1001562;2011-11-16;1;1141631;1020913;1;1
1001563;2011-11-17;1;1110446;1020915;1;1
1001564;2011-11-17;1;1132328;1020916;1;1
1001565;2011-11-21;1;1131625;1020932;1;1
1001566;2011-11-21;1;1165846;1020932;1;1
1001567;2011-11-23;1;1109385;1020948;1;1
1001568;2011-11-24;1;1113615;1020951;1;1
1001569;2011-11-28;1;1131980;1020966;1;1
1001570;2011-11-28;1;1169404;1020966;1;1
1001571;2011-11-28;1;1167562;1020967;1;1
1001573;2011-11-30;1;1170395;1020988;1;1
1001574;2011-12-02;1;1175023;1020990;1;1
1001575;2011-12-02;1;1153668;1020991;1;1
1001576;2011-12-02;1;1153668;1020992;1;1
1001577;2011-12-05;1;1094570;1020993;1;1
1001578;2011-12-05;1;1002793;1020993;1;1
1001579;2011-12-05;1;1141962;1020993;1;1
1001580;2011-12-05;1;1094599;1020993;1;1
1001581;2011-12-05;1;1002945;1020993;1;1
1001582;2011-12-05;1;1141984;1020993;1;1
1001583;2011-12-05;1;1140769;1020993;1;1
1001584;2011-12-05;1;1140137;1020993;1;1
1001585;2011-12-05;1;1053201;1020994;1;1
1001586;2011-12-05;1;1175139;1020994;1;1
1001587;2011-12-05;1;1112752;1020994;1;1
1001588;2011-12-05;1;1153644;1020997;1;1
1001589;2011-12-05;1;1153668;1020997;1;1
1001590;2011-12-06;1;1169361;1021004;1;1
1001591;2011-12-06;1;1067484;1021004;1;1
1001592;2011-12-08;1;1146589;1021026;1;1
1001593;2011-12-09;1;1179227;1021039;1;1
1001594;2011-12-09;1;1179229;1021039;1;1
1001595;2011-12-09;1;1179230;1021039;1;1
1001596;2011-12-09;1;1179231;1021039;1;1
1001597;2011-12-09;1;1179235;1021040;1;1
1001598;2011-12-09;1;1179250;1021041;1;1
1001599;2011-12-09;1;1135928;1021042;1;1
1001600;2011-12-19;1;1020971;1021086;1;1
1001601;2011-12-19;1;1021011;1021086;1;1
1001602;2011-12-19;1;1170389;1021094;1;1
1001603;2011-12-20;1;1135540;1021098;1;1
1001604;2011-12-20;1;1135541;1021098;1;1
1001605;2011-12-21;1;1177246;1021110;1;1
1001606;2011-12-21;1;1177246;1021111;1;1
1001607;2011-12-21;1;1167537;1021113;1;1
1001608;2011-12-23;1;1170385;1021116;1;1
1001609;2011-12-23;1;1130654;1021117;1;1
1001610;2011-12-23;1;1130656;1021117;1;1
1001611;2011-12-23;1;1130658;1021117;1;1
1001612;2011-12-23;1;1130659;1021117;1;1
1001613;2011-12-23;1;1130654;1021118;1;1
1001614;2011-12-23;1;1130656;1021118;1;1
1001615;2011-12-23;1;1130658;1021118;1;1
1001616;2011-12-23;1;1130659;1021118;1;1
1001617;2012-01-03;1;1146493;1021120;1;1
1001618;2012-01-03;1;1146518;1021120;1;1
1001619;2012-01-03;1;1001150;1014380;1;1
1001620;2012-01-03;1;1027273;1021121;1;1
1001621;2012-01-03;1;1096205;1021124;1;1
1001622;2012-01-03;1;1096195;1021126;1;1
1001623;2012-01-03;1;1179230;1021128;1;1
1001624;2012-01-03;1;1179234;1021128;1;1
1001625;2012-01-03;1;1081886;1021130;1;1
1001626;2012-01-03;1;1005681;1021133;1;1
1001627;2012-01-09;1;1124865;1021148;1;1
1001628;2012-01-09;1;1164737;1021149;1;1
1001629;2012-01-10;1;1175170;1021153;1;1
1001630;2012-01-11;1;1172351;1021157;1;1
1001631;2012-01-12;1;1141736;1021159;1;1
1001632;2012-01-12;1;1177257;1021159;1;1
1001633;2012-01-12;1;1050388;1021160;1;1
1001634;2012-01-13;1;1129923;1021172;1;1
1001635;2012-01-13;1;1124958;1021172;1;1
1001636;2012-01-13;1;1169410;1021169;1;1
1001637;2012-01-13;1;1157972;1021168;1;1
1001638;2012-01-13;1;1155101;1021168;1;1
1001640;2012-01-16;1;1170335;1021174;1;1
1001641;2012-01-17;1;1171455;1021179;1;1
1001642;2012-01-17;1;1171485;1021179;1;1
1001643;2012-01-18;1;1170392;1021180;1;1
1001644;2012-01-18;1;1170394;1021181;1;1
1001645;2012-01-18;1;1125552;1021183;1;1
1001646;2012-01-18;1;1061265;1021183;1;1
1001647;2012-01-19;1;1170379;1021186;1;1
1001648;2012-01-26;1;1115420;1021217;1;1
1001649;2012-01-27;1;1128904;1021219;1;1
1001651;2012-02-02;1;1169405;1021222;1;1
1001652;2012-02-02;1;1171171;1021225;1;1
1001653;2012-02-03;1;1170398;1021229;1;1
1001654;2012-02-03;1;1170394;1021230;1;1
1001655;2012-02-07;1;1098378;1021240;1;1
1001656;2012-02-10;1;1129127;1021246;1;1
1001657;2012-02-10;1;1175170;1021246;1;1
1001658;2012-02-17;1;1048573;1021264;1;1
1001659;2012-02-21;1;1137388;1021271;1;1
1001660;2012-02-21;1;1051168;1021271;1;1
1001662;2012-02-22;1;1182169;1021273;1;1
1001663;2012-02-22;1;1182016;1021273;1;1
1001664;2012-02-24;1;1001159;1021290;1;1
1001665;2012-02-24;1;1065569;1021289;1;1
1001666;2012-02-27;1;1179931;1021292;1;1
1001667;2012-02-28;1;1185507;1002838;1;1
1001668;2012-02-28;1;1185508;1002838;1;1
1001669;2012-03-01;1;1174975;1021300;1;1
1001670;2012-03-01;1;1174979;1021300;1;1
1001671;2012-03-01;1;1174988;1021300;1;1
1001672;2012-03-01;1;1167480;1021302;1;1
1001673;2012-03-01;1;1142290;1021302;1;1
1001674;2012-03-02;1;1169635;1021306;1;1
1001675;2012-03-07;1;1135907;1021320;1;1
1001676;2012-03-08;1;1062013;1021322;1;1
1001677;2012-03-08;1;1182912;1021323;1;1
1001678;2012-03-08;1;1157943;1021323;1;1
1001679;2012-03-09;1;1182578;1021327;1;1
1001680;2012-03-09;1;1131653;1021327;1;1
1001681;2012-03-09;1;1131654;1021327;1;1
1001682;2012-03-09;1;1129012;1021327;1;1
1001683;2012-03-09;1;1086227;1021330;1;1
1001684;2012-03-14;1;1048573;1021338;1;1
1001685;2012-03-14;1;1182984;1021339;1;1
1001686;2012-03-14;1;1182985;1021339;1;1
1001687;2012-03-14;1;1182972;1021339;1;1
1001688;2012-03-14;1;1182973;1021339;1;1
1001689;2012-03-16;1;1113081;1021352;1;1
1001690;2012-03-22;1;1184227;1021370;1;1
1001691;2012-03-22;1;1184228;1021370;1;1
1001692;2012-03-22;1;1184230;1021370;1;1
1001693;2012-03-27;1;1091272;1021380;1;1
1001694;2012-03-27;1;1091279;1021380;1;1
1001695;2012-03-29;1;1124865;1021381;1;1
1001696;2012-04-05;1;1182780;1021434;1;1
1001701;2012-04-17;1;1001150;1021468;1;1
1001702;2012-04-17;1;1014225;1021467;1;1
1001704;2012-04-19;1;1115491;1021376;1;1
1001705;2012-04-24;1;1180894;1021504;1;1
1001706;2012-04-24;1;1180550;1021506;1;1
1001707;2012-04-24;1;1180558;1021506;1;1
1001708;2012-04-27;1;1165725;1021587;1;1
1001709;2012-04-30;1;1176071;1021620;1;1
1001710;2012-04-30;1;1120634;1021620;1;1
1001711;2012-05-02;1;1169361;1021653;1;1
1001712;2012-05-02;1;1181079;1021653;1;1
1001713;2012-05-03;1;1050397;1021677;1;1
1001714;2012-05-03;1;1156307;1021677;1;1
1001715;2012-05-04;1;1025938;1006221;666;4
1001716;2012-05-04;1;1030422;1021272;1;1
1001717;2012-05-04;1;1150451;1021303;1;1
1001718;2012-05-07;1;1173606;1000929;1;1
1001719;2012-05-10;1;1003968;1021713;1;1
1001720;2012-05-10;1;1157856;1021713;1;1
1001721;2012-05-10;1;1182907;1021713;1;1
1001722;2012-05-10;1;1124865;1021714;1;1
1001723;2012-05-10;1;1189708;1021714;1;1
1001724;2012-05-11;1;1065209;1021731;1;1
1001725;2012-05-11;1;1166825;1021727;1;1
1001726;2012-05-11;1;1068007;1021727;1;1
1001727;2012-05-14;1;1168645;1021732;1;1
1001728;2012-05-15;1;1176129;1021734;1;1
1001729;2012-05-16;1;1062013;1021738;1;1
1001730;2012-05-16;1;1156296;1021736;1;1
1001731;2012-05-16;1;1002964;1021743;1;1
1001732;2012-05-16;1;1142829;1021743;1;1
1001733;2012-05-21;1;1064620;1021745;1;1
1001734;2012-05-21;1;1191009;1021746;1;1
1001736;2012-05-22;1;1140028;1021750;1;1
1001737;2012-05-31;1;1177379;1021766;1;1
1001738;2012-06-01;1;1155584;1021785;1;1
1001739;2012-06-01;1;1155584;1021786;1;1
1001740;2012-06-01;1;1155584;1021787;1;1
1001741;2012-06-01;1;1155584;1021788;1;1
1001742;2012-06-01;1;1155584;1021789;1;1
1001743;2012-06-04;1;1155647;1021791;1;1
1001744;2012-06-06;1;1183625;1021795;1;1
1001745;2012-06-06;1;1183627;1021796;1;1
1001746;2012-06-07;1;1176279;1021798;1;1
