RecID;MStamp;MStation;IDDocument;IDTrefwoord
1008376;2006-06-24;1;1013479;1000437
1008377;2006-06-24;1;1013479;1000806
1008378;2006-06-24;1;1013479;1000807
1008379;2006-06-24;1;1013479;1000808
1008380;2006-06-24;1;1013481;1000655
1008381;2006-06-24;1;1013481;1000656
1008382;2006-06-24;1;1013481;1000690
1008383;2006-06-24;1;1013482;1000203
1008384;2006-06-24;1;1013482;1000204
1008385;2006-06-24;1;1013485;1001162
1008386;2006-06-24;1;1013485;1000065
1008387;2006-06-24;1;1013485;1000066
1008388;2006-06-24;1;1013485;1000067
1008389;2006-06-24;1;1013485;1000068
1008390;2006-06-24;1;1013485;1000118
1008391;2006-06-24;1;1013485;1000119
1008392;2006-06-24;1;1013486;1000203
1008393;2006-06-24;1;1013486;1000204
1008394;2006-06-24;1;1013486;1001024
1008395;2006-06-24;1;1013487;1000466
1008396;2006-06-24;1;1013487;1001163
1008397;2006-06-24;1;1013487;1001128
1008398;2006-06-24;1;1013487;1001129
1008399;2006-06-24;1;1013488;1001164
1008400;2006-06-24;1;1013489;1001024
1008401;2006-06-24;1;1013489;1001025
1008402;2006-06-24;1;1013489;1000203
1008403;2006-06-24;1;1013489;1000204
1008404;2006-06-24;1;1013496;1000230
1008405;2006-06-24;1;1013496;1000180
1008406;2006-06-24;1;1013496;1000181
1008407;2006-06-24;1;1013496;1000203
1008408;2006-06-24;1;1013496;1000204
1008409;2006-06-24;1;1013497;1001064
1008410;2006-06-24;1;1013498;1000655
1008411;2006-06-24;1;1013498;1000656
1008412;2006-06-24;1;1013498;1001165
1008413;2006-06-24;1;1013500;1000179
1008414;2006-06-24;1;1013500;1000185
1008415;2006-06-24;1;1013500;1000186
1008416;2006-06-24;1;1013503;1000197
1008417;2006-06-24;1;1013503;1000198
1008418;2006-06-24;1;1013503;1000203
1008419;2006-06-24;1;1013503;1000204
1008420;2006-06-24;1;1013505;1001166
1008421;2006-06-24;1;1013505;1000206
1008422;2006-06-24;1;1013505;1000207
1008423;2006-06-24;1;1013505;1000203
1008424;2006-06-24;1;1013505;1000204
1008425;2006-06-24;1;1013506;1000024
1008426;2006-06-24;1;1013506;1001021
1008427;2006-06-24;1;1013506;1000655
1008428;2006-06-24;1;1013506;1000656
1008429;2006-06-24;1;1013506;1000668
1008430;2006-06-24;1;1013509;1000562
1008431;2006-06-24;1;1013511;1000534
1008432;2006-06-24;1;1013511;1000145
1008433;2006-06-24;1;1013511;1000188
1008434;2006-06-24;1;1013511;1000189
1008435;2006-06-24;1;1013512;1000188
1008436;2006-06-24;1;1013512;1000189
1008437;2006-06-24;1;1013512;1000534
1008438;2006-06-24;1;1013514;1001167
1008439;2006-06-24;1;1013514;1000203
1008440;2006-06-24;1;1013514;1000204
1008441;2006-06-24;1;1013530;1000689
1008442;2006-06-24;1;1013530;1000471
1008443;2006-06-24;1;1013530;1000472
1008444;2006-06-24;1;1013530;1000473
1008445;2006-06-24;1;1013530;1000474
1008446;2006-06-24;1;1013534;1000689
1008447;2006-06-24;1;1013534;1000471
1008448;2006-06-24;1;1013534;1000472
1008449;2006-06-24;1;1013534;1000473
1008450;2006-06-24;1;1013534;1000474
1008451;2006-06-24;1;1013537;1000203
1008452;2006-06-24;1;1013537;1000204
1008453;2006-06-24;1;1013538;1000041
1008454;2006-06-24;1;1013538;1000042
1008455;2006-06-24;1;1013538;1000043
1008456;2006-06-24;1;1013538;1000044
1008457;2006-06-24;1;1013538;1000045
1008458;2006-06-24;1;1013538;1000046
1008459;2006-06-24;1;1013538;1000047
1008460;2006-06-24;1;1013538;1000048
1008461;2006-06-24;1;1013538;1000179
1008462;2006-06-24;1;1013539;1000030
1008463;2006-06-24;1;1013539;1000250
1008464;2006-06-24;1;1013539;1000251
1008465;2006-06-24;1;1013540;1000429
1008466;2006-06-24;1;1013540;1000430
1008467;2006-06-24;1;1013540;1000991
1008468;2006-06-24;1;1013541;1001011
1008469;2006-06-24;1;1013541;1000849
1008470;2006-06-24;1;1013541;1000197
1008471;2006-06-24;1;1013541;1000198
1008472;2006-06-24;1;1013542;1000471
1008473;2006-06-24;1;1013542;1000472
1008474;2006-06-24;1;1013542;1000473
1008475;2006-06-24;1;1013542;1000474
1008476;2006-06-24;1;1013551;1000564
1008477;2006-06-24;1;1013551;1000565
1008478;2006-06-24;1;1013551;1001168
1008479;2006-06-24;1;1013553;1000668
1008480;2006-06-24;1;1013553;1000655
1008481;2006-06-24;1;1013553;1000656
1008482;2006-06-24;1;1013553;1000018
1008483;2006-06-24;1;1013555;1000609
1008484;2006-06-24;1;1013565;1000194
1008485;2006-06-24;1;1013565;1000168
1008486;2006-06-24;1;1013565;1000947
1008487;2006-06-24;1;1013566;1000988
1008488;2006-06-24;1;1013566;1000056
1008489;2006-06-24;1;1013566;1000057
1008490;2006-06-24;1;1013566;1000058
1008491;2006-06-24;1;1013566;1000059
1008492;2006-06-24;1;1013566;1000039
1008493;2006-06-24;1;1013566;1001169
1008494;2006-06-24;1;1013574;1000160
1008495;2006-06-24;1;1013574;1000161
1008496;2006-06-24;1;1013574;1000162
1008497;2006-06-24;1;1013574;1000206
1008498;2006-06-24;1;1013574;1000207
1008499;2006-06-24;1;1013574;1000203
1008500;2006-06-24;1;1013574;1000204
1008501;2006-06-24;1;1013575;1000163
1008502;2006-06-24;1;1013576;1000740
1008503;2006-06-24;1;1013576;1001170
1008504;2006-06-24;1;1013576;1000072
1008505;2006-06-24;1;1013576;1000099
1008506;2006-06-24;1;1013576;1000100
1008507;2006-06-24;1;1013579;1000849
1008508;2006-06-24;1;1013579;1000179
1008509;2006-06-24;1;1013579;1000131
1008510;2006-06-24;1;1013579;1000562
1008511;2006-06-24;1;1013584;1000160
1008512;2006-06-24;1;1013584;1000161
1008513;2006-06-24;1;1013584;1000162
1008514;2006-06-24;1;1013584;1000203
1008515;2006-06-24;1;1013584;1000204
1008516;2006-06-24;1;1013586;1000030
1008517;2006-06-24;1;1013586;1000250
1008518;2006-06-24;1;1013586;1000251
1008519;2006-06-24;1;1013588;1000250
1008520;2006-06-24;1;1013588;1000251
1008522;2006-06-24;1;1013590;1000174
1008523;2006-06-24;1;1013590;1001172
1008524;2006-06-24;1;1013590;1001144
1008525;2006-06-24;1;1013590;1001145
1008526;2006-06-24;1;1013599;1000009
1008527;2006-06-24;1;1013599;1000805
1008528;2006-06-24;1;1013599;1000354
1008529;2006-06-24;1;1013604;1000194
1008530;2006-06-24;1;1013604;1000193
1008531;2006-06-24;1;1013604;1000192
1008532;2006-06-24;1;1013605;1000081
1008533;2006-06-24;1;1013605;1000082
1008534;2006-06-24;1;1013605;1000083
1008535;2006-06-24;1;1013605;1000115
1008536;2006-06-24;1;1013605;1001080
1008537;2006-06-24;1;1013607;1001048
1008538;2006-06-24;1;1013607;1000030
1008539;2006-06-24;1;1013607;1001050
1008540;2006-06-24;1;1013607;1001051
1008541;2006-06-24;1;1013611;1000642
1008542;2006-06-24;1;1013611;1001173
1008543;2006-06-24;1;1013611;1000664
1008544;2006-06-24;1;1013611;1000220
1008545;2006-06-24;1;1013615;1000041
1008546;2006-06-24;1;1013615;1000042
1008547;2006-06-24;1;1013615;1000043
1008548;2006-06-24;1;1013615;1000044
1008549;2006-06-24;1;1013615;1000045
1008550;2006-06-24;1;1013615;1000046
1008551;2006-06-24;1;1013615;1000047
1008552;2006-06-24;1;1013615;1000048
1008553;2006-06-24;1;1013616;1000072
1008554;2006-06-24;1;1013616;1000180
1008555;2006-06-24;1;1013616;1000181
1008556;2006-06-24;1;1013616;1000841
1008557;2006-06-24;1;1013620;1000072
1008558;2006-06-24;1;1013620;1000145
1008559;2006-06-24;1;1013645;1000149
1008560;2006-06-24;1;1013652;1000195
1008561;2006-06-24;1;1013653;1001115
1008562;2006-06-24;1;1013662;1000717
1008563;2006-06-24;1;1013662;1000448
1008564;2006-06-24;1;1013662;1000449
1008565;2006-06-24;1;1013663;1000997
1008566;2006-06-24;1;1013666;1000203
1008567;2006-06-24;1;1013666;1000204
1008568;2006-06-24;1;1013672;1001174
1008569;2006-06-24;1;1013672;1001175
1008570;2006-06-24;1;1013672;1000220
1008571;2006-06-24;1;1013673;1000031
1008572;2006-06-24;1;1013673;1000032
1008573;2006-06-24;1;1013673;1000030
1008574;2006-06-24;1;1013674;1000370
1008575;2006-06-24;1;1013674;1000371
1008576;2006-06-24;1;1013676;1001132
1008577;2006-06-24;1;1013676;1000688
1008578;2006-06-24;1;1013678;1001176
1008579;2006-06-24;1;1013678;1000250
1008580;2006-06-24;1;1013678;1000251
1008581;2006-06-24;1;1013678;1001177
1008582;2006-06-24;1;1013680;1000030
1008583;2006-06-24;1;1013680;1000936
1008584;2006-06-24;1;1013680;1001052
1008585;2006-06-24;1;1013680;1000031
1008586;2006-06-24;1;1013680;1000032
1008587;2006-06-24;1;1013688;1000195
1008589;2006-06-24;1;1013696;1000146
1008590;2006-06-24;1;1013700;1000372
1008591;2006-06-24;1;1013700;1000373
1008592;2006-06-24;1;1013700;1000374
1008593;2006-06-24;1;1013700;1000691
1008594;2006-06-24;1;1013700;1000692
1008595;2006-06-24;1;1013700;1000693
1008596;2006-06-24;1;1013700;1000694
1008597;2006-06-24;1;1013700;1000695
1008598;2006-06-24;1;1013701;1000195
1008599;2006-06-24;1;1013705;1001149
1008600;2006-06-24;1;1013705;1001150
1008601;2006-06-24;1;1013706;1001149
1008602;2006-06-24;1;1013706;1001150
1008603;2006-06-24;1;1013708;1000195
1008607;2006-06-24;1;1013717;1000110
1008608;2006-06-24;1;1013717;1000111
1008609;2006-06-24;1;1013717;1000112
1008610;2006-06-24;1;1013717;1000496
1008611;2006-06-24;1;1013717;1000497
1008612;2006-06-24;1;1013717;1000498
1008613;2006-06-24;1;1013718;1000691
1008614;2006-06-24;1;1013718;1000692
1008615;2006-06-24;1;1013718;1000693
1008616;2006-06-24;1;1013718;1000694
1008617;2006-06-24;1;1013718;1000695
1008618;2006-06-24;1;1013718;1000887
1008619;2006-06-24;1;1013718;1000212
1008620;2006-06-24;1;1013719;1000732
1008621;2006-06-24;1;1013720;1001052
1008622;2006-06-24;1;1013720;1000030
1008623;2006-06-24;1;1013720;1000031
1008624;2006-06-24;1;1013720;1000032
1008625;2006-06-24;1;1013720;1000936
1008626;2006-06-24;1;1013723;1000471
1008627;2006-06-24;1;1013723;1000472
1008628;2006-06-24;1;1013723;1000473
1008629;2006-06-24;1;1013723;1000474
1008630;2006-06-24;1;1013724;1000471
1008631;2006-06-24;1;1013724;1000472
1008632;2006-06-24;1;1013724;1000473
1008633;2006-06-24;1;1013724;1000474
1008634;2006-06-24;1;1013727;1000471
1008635;2006-06-24;1;1013727;1000472
1008636;2006-06-24;1;1013727;1000473
1008637;2006-06-24;1;1013727;1000474
1008638;2006-06-24;1;1013729;1000471
1008639;2006-06-24;1;1013729;1000472
1008640;2006-06-24;1;1013729;1000473
1008641;2006-06-24;1;1013729;1000474
1008645;2006-06-24;1;1013730;1000474
1008646;2006-06-24;1;1013737;1001012
1008650;2006-06-24;1;1013738;1000195
1008651;2006-06-24;1;1013742;1000072
1008652;2006-06-24;1;1013742;1000134
1008653;2006-06-24;1;1013742;1000135
1008654;2006-06-24;1;1013743;1000072
1008655;2006-06-24;1;1013743;1000134
1008656;2006-06-24;1;1013743;1000135
1008657;2006-06-24;1;1013747;1000471
1008658;2006-06-24;1;1013747;1000472
1008659;2006-06-24;1;1013747;1000473
1008660;2006-06-24;1;1013747;1000474
1008661;2006-06-24;1;1013748;1000471
1008662;2006-06-24;1;1013748;1000472
1008663;2006-06-24;1;1013748;1000473
1008664;2006-06-24;1;1013748;1000474
1008665;2006-06-24;1;1013752;1000088
1008666;2006-06-24;1;1013752;1001081
1008667;2006-06-24;1;1013754;1000471
1008668;2006-06-24;1;1013754;1000472
1008669;2006-06-24;1;1013754;1000473
1008670;2006-06-24;1;1013754;1000474
1008671;2006-06-24;1;1013755;1000250
1008672;2006-06-24;1;1013755;1000251
1008673;2006-06-24;1;1013755;1000254
1008674;2006-06-24;1;1013760;1000288
1008675;2006-06-24;1;1013760;1000618
1008676;2006-06-24;1;1013763;1001105
1008677;2006-06-24;1;1013770;1000072
1008678;2006-06-24;1;1013770;1000141
1008679;2006-06-24;1;1013770;1000142
1008680;2006-06-24;1;1013771;1000072
1008681;2006-06-24;1;1013771;1000222
1008682;2006-06-24;1;1013771;1000223
1008683;2006-06-24;1;1013775;1000195
1008684;2006-06-24;1;1013777;1000655
1008685;2006-06-24;1;1013777;1000656
1008686;2006-06-24;1;1013777;1000669
1008687;2006-06-24;1;1013778;1001119
1008688;2006-06-24;1;1013778;1000809
1008689;2006-06-24;1;1013778;1000507
1008690;2006-06-24;1;1013778;1000168
1008691;2006-06-24;1;1013779;1000471
1008692;2006-06-24;1;1013779;1000472
1008693;2006-06-24;1;1013779;1000473
1008694;2006-06-24;1;1013779;1000474
1008695;2006-06-24;1;1013780;1000471
1008696;2006-06-24;1;1013780;1000472
1008697;2006-06-24;1;1013780;1000473
1008698;2006-06-24;1;1013780;1000474
1008699;2006-06-24;1;1013781;1000212
1008700;2006-06-24;1;1013781;1000024
1008701;2006-06-24;1;1013781;1000025
1008702;2006-06-24;1;1013781;1000026
1008703;2006-06-24;1;1013783;1000669
1008704;2006-06-24;1;1013783;1000655
1008705;2006-06-24;1;1013783;1000656
1008706;2006-06-24;1;1013787;1000496
1008707;2006-06-24;1;1013787;1000497
1008708;2006-06-24;1;1013787;1000498
1008709;2006-06-24;1;1013787;1000902
1008710;2006-06-24;1;1013787;1000056
1008711;2006-06-24;1;1013787;1000057
1008712;2006-06-24;1;1013787;1000058
1008713;2006-06-24;1;1013787;1000059
1008714;2006-06-24;1;1013787;1000039
1008715;2006-06-24;1;1013787;1000471
1008716;2006-06-24;1;1013787;1000472
1008717;2006-06-24;1;1013787;1000473
1008718;2006-06-24;1;1013787;1000474
1008719;2006-06-24;1;1013787;1000655
1008720;2006-06-24;1;1013787;1000656
1008721;2006-06-24;1;1013787;1000250
1008722;2006-06-24;1;1013787;1000251
1008723;2006-06-24;1;1013787;1000466
1008724;2006-06-24;1;1013787;1000507
1008725;2006-06-24;1;1013787;1000562
1008726;2006-06-24;1;1013787;1000030
1008727;2006-06-24;1;1013787;1000235
1008728;2006-06-24;1;1013787;1000236
1008729;2006-06-24;1;1013800;1000250
1008730;2006-06-24;1;1013800;1000251
1008731;2006-06-24;1;1013800;1000030
1008732;2006-06-24;1;1013805;1001178
1008733;2006-06-24;1;1013805;1000471
1008734;2006-06-24;1;1013805;1000472
1008735;2006-06-24;1;1013805;1000473
1008736;2006-06-24;1;1013805;1000474
1008737;2006-06-24;1;1013812;1000471
1008738;2006-06-24;1;1013812;1000472
1008739;2006-06-24;1;1013812;1000473
1008740;2006-06-24;1;1013812;1000474
1008747;2006-06-24;1;1013817;1000466
1008748;2006-06-24;1;1013817;1000904
1008749;2006-06-24;1;1013822;1000099
1008750;2006-06-24;1;1013822;1000100
1008751;2006-06-24;1;1013822;1000157
1008752;2006-06-24;1;1013824;1001130
1008753;2006-06-24;1;1013824;1001128
1008754;2006-06-24;1;1013824;1001129
1008755;2006-06-24;1;1013830;1000253
1008756;2006-06-24;1;1013830;1000250
1008757;2006-06-24;1;1013830;1000251
1008758;2006-06-24;1;1013830;1000254
1008759;2006-06-24;1;1013832;1000936
1008760;2006-06-24;1;1013832;1001179
1008761;2006-06-24;1;1013832;1000030
1008762;2006-06-24;1;1013832;1000031
1008763;2006-06-24;1;1013832;1000032
1008764;2006-06-24;1;1013833;1000041
1008765;2006-06-24;1;1013833;1000042
1008766;2006-06-24;1;1013833;1000043
1008767;2006-06-24;1;1013833;1000044
1008768;2006-06-24;1;1013833;1000045
1008769;2006-06-24;1;1013833;1000046
1008770;2006-06-24;1;1013833;1000047
1008771;2006-06-24;1;1013833;1000048
1008772;2006-06-24;1;1013835;1000087
1008773;2006-06-24;1;1013836;1001150
1008774;2006-06-24;1;1013837;1000158
1008775;2006-06-24;1;1013837;1000159
1008776;2006-06-24;1;1013837;1001115
1008777;2006-06-24;1;1013838;1000471
1008778;2006-06-24;1;1013838;1000472
1008779;2006-06-24;1;1013838;1000473
1008780;2006-06-24;1;1013838;1000474
1008781;2006-06-24;1;1013841;1000597
1008782;2006-06-24;1;1013845;1000180
1008783;2006-06-24;1;1013845;1000181
1008784;2006-06-24;1;1013845;1000841
1008785;2006-06-24;1;1013851;1001181
1008786;2006-06-24;1;1013851;1000150
1008787;2006-06-24;1;1013851;1000151
1008788;2006-06-24;1;1013851;1000034
1008789;2006-06-24;1;1013852;1000146
1008790;2006-06-24;1;1013852;1000902
1008791;2006-06-24;1;1013852;1000903
1008792;2006-06-24;1;1013854;1000354
1008793;2006-06-24;1;1013857;1000250
1008794;2006-06-24;1;1013857;1000251
1008795;2006-06-24;1;1013857;1000030
1008796;2006-06-24;1;1013858;1001100
1008797;2006-06-24;1;1013860;1000925
1008798;2006-06-24;1;1013862;1001092
1008799;2006-06-24;1;1013862;1001093
1008800;2006-06-24;1;1013866;1001182
1008801;2006-06-24;1;1013866;1000778
1008802;2006-06-24;1;1013867;1000471
1008803;2006-06-24;1;1013867;1000472
1008804;2006-06-24;1;1013867;1000473
1008805;2006-06-24;1;1013867;1000474
1008806;2006-06-24;1;1013868;1000958
1008807;2006-06-24;1;1013868;1000732
1008808;2006-06-24;1;1013868;1000888
1008809;2006-06-24;1;1013868;1000889
1008810;2006-06-24;1;1013868;1001145
1008811;2006-06-24;1;1013871;1000030
1008812;2006-06-24;1;1013871;1000250
1008813;2006-06-24;1;1013871;1000251
1008814;2006-06-24;1;1013874;1000876
1008815;2006-06-24;1;1013874;1001092
1008816;2006-06-24;1;1013874;1001093
1008817;2006-06-24;1;1013874;1000031
1008818;2006-06-24;1;1013874;1000032
1008819;2006-06-24;1;1013875;1000880
1008820;2006-06-24;1;1013875;1000099
1008821;2006-06-24;1;1013875;1000100
1008822;2006-06-24;1;1013875;1000157
1008823;2006-06-24;1;1013881;1000199
1008824;2006-06-24;1;1013881;1000200
1008825;2006-06-24;1;1013881;1001183
1008826;2006-06-24;1;1013885;1000213
1008827;2006-06-24;1;1013885;1000432
1008828;2006-06-24;1;1013890;1000250
1008829;2006-06-24;1;1013890;1000251
1008830;2006-06-24;1;1013890;1000030
1008831;2006-06-24;1;1013899;1000471
1008832;2006-06-24;1;1013899;1000472
1008833;2006-06-24;1;1013899;1000473
1008834;2006-06-24;1;1013899;1000474
1008835;2006-06-24;1;1013905;1000471
1008836;2006-06-24;1;1013905;1000472
1008837;2006-06-24;1;1013905;1000473
1008838;2006-06-24;1;1013905;1000474
1008843;2006-06-24;1;1013907;1000056
1008844;2006-06-24;1;1013907;1000057
1008845;2006-06-24;1;1013907;1000058
1008846;2006-06-24;1;1013907;1000059
1008847;2006-06-24;1;1013907;1001186
1008848;2006-06-24;1;1013909;1000001
1008849;2006-06-24;1;1013909;1000924
1008850;2006-06-24;1;1013909;1000278
1008851;2006-06-24;1;1013909;1000279
1008852;2006-06-24;1;1013909;1000088
1008853;2006-06-24;1;1013914;1000655
1008854;2006-06-24;1;1013914;1000656
1008855;2006-06-24;1;1013914;1000275
1008856;2006-06-24;1;1013914;1000276
1008857;2006-06-24;1;1013916;1001187
1008858;2006-06-24;1;1013922;1000562
1008859;2006-06-24;1;1013922;1001188
1008860;2006-06-24;1;1013926;1001189
1008861;2006-06-24;1;1013926;1000025
1008862;2006-06-24;1;1013926;1000026
1008863;2006-06-24;1;1013928;1000018
1008864;2006-06-24;1;1013928;1000655
1008865;2006-06-24;1;1013928;1000656
1008866;2006-06-24;1;1013928;1000668
1008867;2006-06-24;1;1013937;1001190
1008868;2006-06-24;1;1013937;1000011
1008869;2006-06-24;1;1013937;1000220
1008870;2006-06-24;1;1013938;1000025
1008871;2006-06-24;1;1013938;1000026
1008872;2006-06-24;1;1013938;1000243
1008873;2006-06-24;1;1013948;1000288
1008874;2006-06-24;1;1013949;1000324
1008875;2006-06-24;1;1013949;1000113
1008876;2006-06-24;1;1013949;1000114
1008877;2006-06-24;1;1013949;1000088
1008878;2006-06-24;1;1013959;1000158
1008879;2006-06-24;1;1013959;1000159
1008880;2006-06-24;1;1013959;1001115
1008881;2006-06-24;1;1013960;1000867
1008882;2006-06-24;1;1013960;1000278
1008883;2006-06-24;1;1013960;1000279
1008884;2006-06-24;1;1013960;1000088
1008885;2006-06-24;1;1013967;1000494
1008886;2006-06-24;1;1013971;1001191
1008887;2006-06-24;1;1013971;1000564
1008888;2006-06-24;1;1013971;1000565
1008889;2006-06-24;1;1013971;1000562
1008890;2006-06-24;1;1013972;1000145
1008891;2006-06-24;1;1013972;1001192
1008892;2006-06-24;1;1013972;1000470
1008893;2006-06-24;1;1013972;1000951
1008894;2006-06-24;1;1013972;1000952
1008895;2006-06-24;1;1013974;1000991
1008896;2006-06-24;1;1013986;1000157
1008897;2006-06-24;1;1013986;1001193
1008898;2006-06-24;1;1013988;1000106
1008899;2006-06-24;1;1013988;1000107
1008900;2006-06-24;1;1013988;1001122
1008901;2006-06-24;1;1013990;1000130
1008902;2006-06-24;1;1013990;1001187
1008903;2006-06-24;1;1013991;1000106
1008904;2006-06-24;1;1013991;1000107
1008905;2006-06-24;1;1013991;1001122
1008906;2006-06-24;1;1013991;1001194
1008907;2006-06-24;1;1013995;1000106
1008908;2006-06-24;1;1013995;1000107
1008909;2006-06-24;1;1013995;1001122
1008910;2006-06-24;1;1013995;1001194
1008911;2006-06-24;1;1013997;1000414
1008912;2006-06-24;1;1013997;1000415
1008913;2006-06-24;1;1013997;1000437
1008914;2006-06-24;1;1014001;1000077
1008915;2006-06-24;1;1014004;1000597
1008916;2006-06-24;1;1014010;1000230
1008917;2006-06-24;1;1014010;1000623
1008918;2006-06-24;1;1014011;1000471
1008919;2006-06-24;1;1014011;1000472
1008920;2006-06-24;1;1014011;1000473
1008921;2006-06-24;1;1014011;1000474
1008922;2006-06-24;1;1014015;1000924
1008923;2006-06-24;1;1014015;1000278
1008924;2006-06-24;1;1014015;1000279
1008925;2006-06-24;1;1014015;1000080
1008926;2006-06-24;1;1014015;1000088
1008927;2006-06-24;1;1014015;1000767
1008928;2006-06-24;1;1014020;1000250
1008929;2006-06-24;1;1014020;1000251
1008930;2006-06-24;1;1014026;1000235
1008931;2006-06-24;1;1014026;1000236
1008932;2006-06-24;1;1014026;1000237
1008933;2006-06-24;1;1014030;1000471
1008934;2006-06-24;1;1014030;1000472
1008935;2006-06-24;1;1014030;1000473
1008936;2006-06-24;1;1014030;1000474
1008940;2006-06-24;1;1014038;1000471
1008941;2006-06-24;1;1014038;1000472
1008942;2006-06-24;1;1014038;1000473
1008943;2006-06-24;1;1014038;1000474
1008944;2006-06-24;1;1014049;1001195
1008945;2006-06-24;1;1014056;1000430
1008946;2006-06-24;1;1014056;1000429
1008947;2006-06-24;1;1014059;1000345
1008948;2006-06-24;1;1014059;1000344
1008949;2006-06-24;1;1014062;1000212
1008950;2006-06-24;1;1014062;1000674
1008951;2006-06-24;1;1014062;1000024
1008952;2006-06-24;1;1014065;1000030
1008953;2006-06-24;1;1014066;1001196
1008955;2006-06-24;1;1014067;1000278
1008956;2006-06-24;1;1014067;1000279
1008957;2006-06-24;1;1014067;1000924
1008958;2006-06-24;1;1014067;1000113
1008959;2006-06-24;1;1014067;1000114
1008960;2006-06-24;1;1014072;1001192
1008961;2006-06-24;1;1014072;1000951
1008962;2006-06-24;1;1014072;1000952
1008963;2006-06-24;1;1014074;1000691
1008964;2006-06-24;1;1014074;1000692
1008965;2006-06-24;1;1014074;1000693
1008966;2006-06-24;1;1014074;1000694
1008967;2006-06-24;1;1014074;1000695
1008968;2006-06-24;1;1014074;1001197
1008969;2006-06-24;1;1014076;1000471
1008970;2006-06-24;1;1014076;1000472
1008971;2006-06-24;1;1014076;1000473
1008972;2006-06-24;1;1014076;1000474
1008973;2006-06-24;1;1014081;1000203
1008974;2006-06-24;1;1014081;1000204
1008975;2006-06-24;1;1014081;1001167
1008977;2006-06-24;1;1014084;1000131
1008978;2006-06-24;1;1014088;1000471
1008979;2006-06-24;1;1014088;1000472
1008980;2006-06-24;1;1014088;1000473
1008981;2006-06-24;1;1014088;1000474
1008982;2006-06-24;1;1014089;1000600
1008983;2006-06-24;1;1014089;1000950
1008984;2006-06-24;1;1014091;1000222
1008985;2006-06-24;1;1014091;1000223
1008986;2006-06-24;1;1014092;1000471
1008987;2006-06-24;1;1014092;1000472
1008988;2006-06-24;1;1014092;1000473
1008989;2006-06-24;1;1014092;1000474
1008990;2006-06-24;1;1014101;1000564
1008991;2006-06-24;1;1014101;1000565
1008992;2006-06-24;1;1014101;1000988
1008993;2006-06-24;1;1014101;1000562
1008994;2006-06-24;1;1014101;1001168
1008995;2006-06-24;1;1014105;1001034
1009000;2006-06-24;1;1014105;1001199
1009001;2006-06-24;1;1014106;1000363
1009002;2006-06-24;1;1014106;1000250
1009003;2006-06-24;1;1014106;1000251
1009004;2006-06-24;1;1014107;1001034
1009005;2006-06-24;1;1014107;1001200
1009006;2006-06-24;1;1014108;1000344
1009007;2006-06-24;1;1014108;1000345
1009008;2006-06-24;1;1014111;1001034
1009009;2006-06-24;1;1014111;1001201
1009010;2006-06-24;1;1014113;1001202
1009011;2006-06-24;1;1014113;1001033
1009012;2006-06-24;1;1014117;1000471
1009013;2006-06-24;1;1014117;1000472
1009014;2006-06-24;1;1014117;1000473
1009015;2006-06-24;1;1014117;1000474
1009016;2006-06-24;1;1014120;1000240
1009017;2006-06-24;1;1014120;1000131
1009018;2006-06-24;1;1014123;1000950
1009019;2006-06-24;1;1014124;1000250
1009020;2006-06-24;1;1014124;1000251
1009021;2006-06-24;1;1014124;1000024
1009022;2006-06-24;1;1014124;1000674
1009023;2006-06-24;1;1014126;1000130
1009024;2006-06-24;1;1014126;1000131
1009025;2006-06-24;1;1014127;1001044
1009026;2006-06-24;1;1014127;1000471
1009027;2006-06-24;1;1014127;1000472
1009028;2006-06-24;1;1014127;1000473
1009029;2006-06-24;1;1014127;1000474
1009030;2006-06-24;1;1014129;1001081
1009031;2006-06-24;1;1014130;1000471
1009032;2006-06-24;1;1014130;1000472
1009033;2006-06-24;1;1014130;1000473
1009034;2006-06-24;1;1014130;1000474
1009035;2006-06-24;1;1014131;1000529
1009036;2006-06-24;1;1014131;1000470
1009037;2006-06-24;1;1014133;1001203
1009038;2006-06-24;1;1014133;1000471
1009039;2006-06-24;1;1014133;1000472
1009040;2006-06-24;1;1014133;1000473
1009041;2006-06-24;1;1014133;1000474
1009042;2006-06-24;1;1014134;1001203
1009043;2006-06-24;1;1014134;1000471
1009044;2006-06-24;1;1014134;1000472
1009045;2006-06-24;1;1014134;1000473
1009046;2006-06-24;1;1014134;1000474
1009047;2006-06-24;1;1014135;1001203
1009048;2006-06-24;1;1014135;1000471
1009049;2006-06-24;1;1014135;1000472
1009050;2006-06-24;1;1014135;1000473
1009051;2006-06-24;1;1014135;1000474
1009052;2006-06-24;1;1014140;1000849
1009053;2006-06-24;1;1014143;1001150
1009054;2006-06-24;1;1014146;1000302
1009055;2006-06-24;1;1014146;1000113
1009056;2006-06-24;1;1014146;1000114
1009057;2006-06-24;1;1014147;1000145
1009058;2006-06-24;1;1014149;1000942
1009059;2006-06-24;1;1014149;1000943
1009060;2006-06-24;1;1014150;1000849
1009061;2006-06-24;1;1014150;1000131
1009062;2006-06-24;1;1014151;1000049
1009063;2006-06-24;1;1014154;1001115
1009064;2006-06-24;1;1014158;1000324
1009065;2006-06-24;1;1014158;1000302
1009066;2006-06-24;1;1014158;1001058
1009067;2006-06-24;1;1014158;1001059
1009068;2006-06-24;1;1014158;1000080
1009069;2006-06-24;1;1014159;1000884
1009070;2006-06-24;1;1014159;1000098
